BillingID,ReservationID,IssueDate,DueDate,TotalAmount,DiscountAmount,TaxAmount,AmountPaid,PaymentDate,PaymentMethod,Status
1026,8998,2021-11-01,2021-11-08,1565.87,0.00,167.77,1565.87,2021-11-01,Bank Transfer,Paid
1027,22622,2023-10-07,2023-10-14,1112.11,0.00,119.15,1112.11,2023-10-10,Bank Transfer,Paid
1028,9208,2024-12-11,2024-12-18,3895.77,0.00,417.40,0.00,,Credit Card,Pending
1029,22902,2020-10-14,2020-10-21,1989.19,0.00,213.13,1989.19,2020-10-17,Corporate Account,Paid
1030,11330,2024-03-21,2024-03-28,1321.26,0.00,141.56,1321.26,2024-03-21,Bank Transfer,Paid
1031,3168,2020-03-20,2020-03-27,2595.02,0.00,278.04,2595.02,2020-03-24,Corporate Account,Paid
1032,15376,2025-06-18,2025-06-25,2910.73,0.00,311.86,2910.73,2025-06-18,Bank Transfer,Paid
1033,13899,2022-11-01,2022-11-08,771.86,36.27,82.70,771.86,2022-11-05,Bank Transfer,Paid
1034,23946,2022-03-04,2022-03-11,3087.68,0.00,330.82,3087.68,2022-03-06,Corporate Account,Paid
1035,15503,2024-09-01,2024-09-08,4525.20,212.65,484.84,4525.20,2024-09-06,Corporate Account,Paid
1036,18176,2024-02-16,2024-02-23,1140.64,0.00,122.21,1140.64,2024-02-16,Cash,Paid
1037,10763,2024-07-26,2024-08-02,349.36,0.00,37.43,0.00,,Credit Card,Overdue
1038,22415,2025-10-03,2025-10-10,4118.44,193.54,441.26,0.00,,Cash,Pending
1039,9320,2025-10-02,2025-10-09,1669.76,0.00,178.90,1669.76,2025-10-05,Cash,Paid
1040,17252,2022-03-13,2022-03-20,1170.62,0.00,125.42,0.00,,Corporate Account,Pending
1041,17189,2025-11-04,2025-11-11,667.02,66.17,71.47,667.02,2025-11-06,Credit Card,Paid
1042,16179,2020-10-08,2020-10-15,434.94,0.00,46.60,434.94,2020-10-11,Cash,Paid
1043,5447,2021-12-02,2021-12-09,1627.34,0.00,174.36,1627.34,2021-12-04,Corporate Account,Paid
1044,17473,2025-02-12,2025-02-19,2908.09,0.00,311.58,2908.09,2025-02-15,Bank Transfer,Paid
1045,13534,2024-12-03,2024-12-10,2157.29,101.38,231.14,2157.29,2024-12-05,Bank Transfer,Paid
1046,17218,2025-12-03,2025-12-10,2769.66,130.15,296.75,2769.66,2025-12-07,Cash,Paid
1047,17242,2022-05-08,2022-05-15,1362.77,64.04,146.01,1362.77,2022-05-13,Bank Transfer,Paid
1048,7990,2024-06-23,2024-06-30,1174.57,0.00,125.85,1174.57,2024-06-23,Corporate Account,Paid
1049,7422,2023-02-15,2023-02-22,3313.83,0.00,355.05,0.00,,Bank Transfer,Overdue
1050,20207,2023-04-10,2023-04-17,2224.15,0.00,238.30,2224.15,2023-04-15,Credit Card,Paid
1051,3507,2022-07-05,2022-07-12,2027.20,0.00,217.20,2027.20,2022-07-08,Corporate Account,Paid
1052,15806,2025-05-21,2025-05-28,3985.89,395.43,427.06,3985.89,2025-05-23,Corporate Account,Paid
1053,22747,2024-01-02,2024-01-09,3678.14,0.00,394.09,3678.14,2024-01-04,Credit Card,Paid
1054,20614,2022-10-11,2022-10-18,2553.42,0.00,273.58,2553.42,2022-10-12,Corporate Account,Paid
1055,22995,2024-03-13,2024-03-20,753.89,35.43,80.77,753.89,2024-03-15,Bank Transfer,Paid
1056,23173,2020-07-17,2020-07-24,1030.29,0.00,110.39,1030.29,2020-07-20,Credit Card,Paid
1057,4137,2021-07-25,2021-08-01,2369.93,0.00,253.92,2369.93,2021-07-27,Cash,Paid
1058,15522,2025-08-20,2025-08-27,2722.63,270.10,291.71,2722.63,2025-08-23,Bank Transfer,Paid
1059,24083,2021-11-12,2021-11-19,1495.42,0.00,160.22,1495.42,2021-11-16,Credit Card,Paid
1060,15700,2025-03-07,2025-03-14,3423.87,0.00,366.84,3423.87,2025-03-08,Corporate Account,Paid
1061,13298,2024-03-01,2024-03-08,4077.61,404.52,436.89,4077.61,2024-03-06,Bank Transfer,Paid
1062,18443,2022-04-23,2022-04-30,1235.36,0.00,132.36,1235.36,2022-04-27,Bank Transfer,Paid
1063,22479,2022-11-11,2022-11-18,2393.27,0.00,256.42,2393.27,2022-11-12,Cash,Paid
1064,3146,2024-02-18,2024-02-25,505.32,0.00,54.14,0.00,,Cash,Pending
1065,12617,2025-09-12,2025-09-19,332.97,0.00,35.68,332.97,2025-09-17,Bank Transfer,Paid
1066,1917,2025-11-12,2025-11-19,834.01,0.00,89.36,834.01,2025-11-14,Corporate Account,Paid
1067,22697,2024-12-01,2024-12-08,2062.93,0.00,221.03,2062.93,2024-12-05,Bank Transfer,Paid
1068,3171,2021-10-18,2021-10-25,2145.63,0.00,229.89,2145.63,2021-10-21,Corporate Account,Paid
1069,1922,2020-04-15,2020-04-22,2857.95,0.00,306.21,2857.95,2020-04-15,Bank Transfer,Paid
1070,143,2022-06-02,2022-06-09,3100.97,145.72,332.25,3100.97,2022-06-07,Bank Transfer,Paid
1071,16616,2025-06-13,2025-06-20,1642.97,77.21,176.03,0.00,,Bank Transfer,Overdue
1072,21737,2025-03-21,2025-03-28,627.88,29.51,67.27,627.88,2025-03-24,Cash,Paid
1073,22707,2025-02-02,2025-02-09,1679.59,0.00,179.96,1679.59,2025-02-05,Bank Transfer,Paid
1074,7045,2023-10-15,2023-10-22,1984.42,196.87,212.62,1984.42,2023-10-15,Cash,Paid
1075,21459,2022-06-14,2022-06-21,2894.16,0.00,310.09,2894.16,2022-06-16,Cash,Paid
1076,3368,2025-02-11,2025-02-18,1040.44,0.00,111.48,1040.44,2025-02-15,Cash,Paid
1077,12841,2025-08-11,2025-08-18,3803.16,0.00,407.48,3803.16,2025-08-16,Bank Transfer,Paid
1078,17510,2020-03-21,2020-03-28,2938.54,138.09,314.84,2938.54,2020-03-25,Cash,Paid
1079,10220,2023-12-05,2023-12-12,1094.10,0.00,117.23,1094.10,2023-12-10,Cash,Paid
1080,17596,2025-12-09,2025-12-16,2018.09,0.00,216.22,2018.09,2025-12-12,Credit Card,Paid
1081,12984,2023-08-02,2023-08-09,2469.43,0.00,264.58,2469.43,2023-08-03,Credit Card,Paid
1082,17316,2021-08-27,2021-09-03,4463.51,0.00,478.23,4463.51,2021-08-30,Bank Transfer,Paid
1083,16204,2022-04-24,2022-05-01,919.51,43.21,98.52,919.51,2022-04-25,Credit Card,Paid
1084,20470,2020-11-02,2020-11-09,2286.90,0.00,245.03,2286.90,2020-11-03,Bank Transfer,Paid
1085,17071,2022-10-20,2022-10-27,1248.29,0.00,133.75,1248.29,2022-10-20,Credit Card,Paid
1086,13544,2022-05-13,2022-05-20,3888.54,0.00,416.63,3888.54,2022-05-17,Credit Card,Paid
1087,7808,2021-04-19,2021-04-26,1304.73,61.31,139.79,0.00,,Corporate Account,Pending
1088,17809,2020-07-22,2020-07-29,2939.37,0.00,314.93,0.00,,Cash,Overdue
1089,1718,2024-09-10,2024-09-17,1904.23,89.48,204.03,1904.23,2024-09-12,Cash,Paid
1090,123,2025-12-15,2025-12-22,3022.08,142.01,323.79,3022.08,2025-12-15,Bank Transfer,Paid
1091,24765,2024-05-27,2024-06-03,2050.69,0.00,219.72,2050.69,2024-05-27,Corporate Account,Paid
1092,6325,2024-10-16,2024-10-23,4735.32,0.00,507.36,4735.32,2024-10-17,Corporate Account,Paid
1093,15851,2025-11-11,2025-11-18,5412.33,0.00,579.89,5412.33,2025-11-12,Cash,Paid
1094,18121,2025-07-21,2025-07-28,907.68,0.00,97.25,907.68,2025-07-22,Corporate Account,Paid
1095,23388,2024-03-07,2024-03-14,1956.44,308.26,209.62,1956.44,2024-03-07,Corporate Account,Paid
1096,15012,2020-01-23,2020-01-30,2130.93,0.00,228.31,2130.93,2020-01-28,Cash,Paid
1097,11939,2025-12-10,2025-12-17,2721.02,0.00,291.54,2721.02,2025-12-12,Credit Card,Paid
1098,9594,2023-12-17,2023-12-24,2218.96,0.00,237.75,0.00,,Bank Transfer,Pending
1099,8182,2021-09-03,2021-09-10,1201.35,119.18,128.72,1201.35,2021-09-06,Cash,Paid
1100,6069,2023-06-14,2023-06-21,4796.02,475.80,513.86,4796.02,2023-06-19,Corporate Account,Paid
1101,18418,2021-11-13,2021-11-20,3086.57,486.33,330.70,3086.57,2021-11-15,Bank Transfer,Paid
1102,12816,2020-09-09,2020-09-16,715.67,0.00,76.68,715.67,2020-09-10,Bank Transfer,Paid
1103,6578,2022-09-18,2022-09-25,837.74,0.00,89.76,837.74,2022-09-18,Cash,Paid
1104,1016,2025-01-24,2025-01-31,2540.00,0.00,272.14,2540.00,2025-01-28,Credit Card,Paid
1105,6794,2025-08-12,2025-08-19,662.41,65.72,70.97,662.41,2025-08-13,Cash,Paid
1106,9109,2021-10-27,2021-11-03,3859.15,0.00,413.48,3859.15,2021-10-31,Corporate Account,Paid
1107,3453,2022-05-03,2022-05-10,1894.00,0.00,202.93,1894.00,2022-05-07,Bank Transfer,Paid
1108,875,2022-03-18,2022-03-25,1595.35,0.00,170.93,1595.35,2022-03-18,Bank Transfer,Paid
1109,10803,2023-02-14,2023-02-21,1393.10,0.00,149.26,0.00,,Cash,Pending
1110,880,2023-12-15,2023-12-22,851.40,0.00,91.22,851.40,2023-12-18,Bank Transfer,Paid
1111,3111,2024-07-17,2024-07-24,408.64,0.00,43.78,408.64,2024-07-20,Credit Card,Paid
1112,14735,2024-07-28,2024-08-04,3851.32,0.00,412.64,3851.32,2024-07-29,Corporate Account,Paid
1113,19493,2024-09-12,2024-09-19,787.85,78.16,84.41,787.85,2024-09-15,Bank Transfer,Paid
1114,13903,2023-04-12,2023-04-19,5526.27,0.00,592.10,5526.27,2023-04-12,Bank Transfer,Paid
1115,3597,2024-05-16,2024-05-23,2751.05,129.28,294.76,2751.05,2024-05-20,Corporate Account,Paid
1116,15172,2021-06-24,2021-07-01,4007.49,0.00,429.37,4007.49,2021-06-27,Credit Card,Paid
1117,18188,2021-12-16,2021-12-23,1921.64,90.30,205.89,1921.64,2021-12-18,Corporate Account,Paid
1118,6275,2024-02-28,2024-03-06,1898.09,0.00,203.37,1898.09,2024-03-04,Corporate Account,Paid
1119,17188,2025-03-16,2025-03-23,1079.85,0.00,115.70,1079.85,2025-03-18,Corporate Account,Paid
1120,12970,2024-06-20,2024-06-27,1550.16,0.00,166.09,1550.16,2024-06-24,Credit Card,Paid
1121,3756,2020-02-08,2020-02-15,5124.02,0.00,549.00,5124.02,2020-02-10,Credit Card,Paid
1122,24390,2022-01-06,2022-01-13,2429.30,0.00,260.28,2429.30,2022-01-08,Bank Transfer,Paid
1123,24336,2025-02-12,2025-02-19,5491.82,0.00,588.41,5491.82,2025-02-17,Corporate Account,Paid
1124,9371,2022-05-23,2022-05-30,4560.45,0.00,488.62,4560.45,2022-05-23,Cash,Paid
1125,17914,2025-05-24,2025-05-31,1160.08,0.00,124.29,1160.08,2025-05-25,Credit Card,Paid
1126,19376,2025-12-08,2025-12-15,2624.72,0.00,281.22,2624.72,2025-12-08,Bank Transfer,Paid
1127,19576,2024-05-13,2024-05-20,2662.88,125.14,285.31,2662.88,2024-05-13,Bank Transfer,Paid
1128,12756,2021-06-19,2021-06-26,892.63,41.95,95.64,892.63,2021-06-22,Corporate Account,Paid
1129,24060,2020-09-20,2020-09-27,1023.11,0.00,109.62,1023.11,2020-09-20,Cash,Paid
1130,4368,2022-07-03,2022-07-10,2732.49,0.00,292.77,0.00,,Corporate Account,Overdue
1131,5518,2020-10-13,2020-10-20,2705.90,127.16,289.92,2705.90,2020-10-18,Bank Transfer,Paid
1132,11107,2023-11-15,2023-11-22,696.18,0.00,74.59,0.00,,Bank Transfer,Overdue
1133,14112,2020-12-13,2020-12-20,5702.72,0.00,611.01,5702.72,2020-12-17,Corporate Account,Paid
1134,10274,2020-11-25,2020-12-02,2904.28,136.48,311.17,2904.28,2020-11-28,Cash,Paid
1135,1326,2025-10-10,2025-10-17,637.72,0.00,68.33,0.00,,Credit Card,Pending
1136,8733,2023-06-19,2023-06-26,819.51,0.00,87.80,819.51,2023-06-23,Corporate Account,Paid
1137,4909,2021-06-08,2021-06-15,1729.48,0.00,185.30,1729.48,2021-06-09,Corporate Account,Paid
1138,15175,2025-03-05,2025-03-12,729.56,34.28,78.17,729.56,2025-03-08,Bank Transfer,Paid
1139,22352,2022-08-28,2022-09-04,4025.38,0.00,431.29,4025.38,2022-08-30,Bank Transfer,Paid
1140,8248,2022-01-23,2022-01-30,726.82,0.00,77.87,726.82,2022-01-26,Cash,Paid
1141,10869,2020-05-14,2020-05-21,1706.34,0.00,182.82,1706.34,2020-05-15,Credit Card,Paid
1142,1540,2024-04-12,2024-04-19,3038.78,0.00,325.58,3038.78,2024-04-17,Corporate Account,Paid
1143,8882,2022-01-03,2022-01-10,4860.71,0.00,520.79,0.00,,Credit Card,Pending
1144,5694,2023-08-13,2023-08-20,4220.24,0.00,452.17,0.00,,Bank Transfer,Pending
1145,14673,2024-01-10,2024-01-17,2692.99,126.55,288.53,2692.99,2024-01-13,Bank Transfer,Paid
1146,16499,2025-06-25,2025-07-02,5456.17,0.00,584.59,5456.17,2025-06-28,Cash,Paid
1147,11369,2020-11-10,2020-11-17,858.17,0.00,91.95,858.17,2020-11-13,Corporate Account,Paid
1148,14195,2020-06-20,2020-06-27,5370.23,532.76,575.38,5370.23,2020-06-24,Corporate Account,Paid
1149,12793,2025-10-07,2025-10-14,2302.36,0.00,246.68,2302.36,2025-10-07,Credit Card,Paid
1150,2733,2023-07-02,2023-07-09,424.74,0.00,45.51,424.74,2023-07-04,Bank Transfer,Paid
1151,21422,2024-03-22,2024-03-29,948.46,0.00,101.62,948.46,2024-03-23,Cash,Paid
1152,15964,2021-05-17,2021-05-24,749.94,0.00,80.35,749.94,2021-05-18,Bank Transfer,Paid
1153,4384,2024-01-21,2024-01-28,2394.87,0.00,256.59,2394.87,2024-01-22,Credit Card,Paid
1154,18404,2023-05-20,2023-05-27,5138.90,241.49,550.60,0.00,,Cash,Pending
1155,23610,2021-10-05,2021-10-12,2058.04,0.00,220.50,2058.04,2021-10-06,Cash,Paid
1156,13506,2025-05-08,2025-05-15,3273.66,0.00,350.75,3273.66,2025-05-09,Cash,Paid
1157,17107,2020-04-27,2020-05-04,3059.84,0.00,327.84,3059.84,2020-04-30,Corporate Account,Paid
1158,8739,2025-10-05,2025-10-12,5566.45,0.00,596.41,5566.45,2025-10-10,Credit Card,Paid
1159,5124,2023-07-09,2023-07-16,2156.49,101.34,231.05,0.00,,Corporate Account,Pending
1160,736,2022-04-06,2022-04-13,4663.31,0.00,499.64,4663.31,2022-04-10,Cash,Paid
1161,20926,2025-07-23,2025-07-30,3091.03,145.26,331.18,3091.03,2025-07-28,Cash,Paid
1162,1886,2025-01-03,2025-01-10,3666.54,0.00,392.84,3666.54,2025-01-03,Bank Transfer,Paid
1163,3581,2025-05-06,2025-05-13,1650.99,0.00,176.89,1650.99,2025-05-07,Bank Transfer,Paid
1164,16218,2024-06-04,2024-06-11,3213.51,0.00,344.30,3213.51,2024-06-05,Corporate Account,Paid
1165,926,2024-08-08,2024-08-15,601.10,0.00,64.40,601.10,2024-08-13,Bank Transfer,Paid
1166,20776,2023-09-07,2023-09-14,3345.89,0.00,358.49,3345.89,2023-09-08,Credit Card,Paid
1167,15595,2025-04-16,2025-04-23,1905.65,0.00,204.18,0.00,,Corporate Account,Pending
1168,22696,2022-06-09,2022-06-16,3856.68,181.23,413.22,3856.68,2022-06-12,Credit Card,Paid
1169,8272,2020-09-24,2020-10-01,870.59,0.00,93.28,870.59,2020-09-26,Corporate Account,Paid
1170,453,2023-10-11,2023-10-18,1512.91,71.10,162.10,1512.91,2023-10-16,Credit Card,Paid
1171,11513,2025-02-19,2025-02-26,511.12,0.00,54.76,511.12,2025-02-21,Credit Card,Paid
1172,17217,2025-02-04,2025-02-11,956.77,44.96,102.51,956.77,2025-02-05,Bank Transfer,Paid
1173,19507,2025-10-10,2025-10-17,1053.36,0.00,112.86,1053.36,2025-10-10,Cash,Paid
1174,21095,2022-04-27,2022-05-04,410.33,91.59,43.96,0.00,,Corporate Account,Pending
1175,12887,2025-01-04,2025-01-11,2673.58,0.00,286.45,2673.58,2025-01-07,Bank Transfer,Paid
1176,19909,2020-10-17,2020-10-24,1314.74,61.78,140.86,0.00,,Cash,Pending
1177,3862,2021-07-23,2021-07-30,3693.89,0.00,395.77,3693.89,2021-07-24,Credit Card,Paid
1178,23614,2023-12-26,2024-01-02,1909.69,89.74,204.61,1909.69,2023-12-28,Corporate Account,Paid
1179,21342,2023-08-27,2023-09-03,2234.43,0.00,239.40,0.00,,Credit Card,Pending
1180,10412,2020-02-05,2020-02-12,614.58,0.00,65.85,614.58,2020-02-08,Credit Card,Paid
1181,14117,2023-05-22,2023-05-29,2017.82,0.00,216.20,2017.82,2023-05-22,Credit Card,Paid
1182,388,2021-07-05,2021-07-12,2625.27,0.00,281.28,2625.27,2021-07-07,Cash,Paid
1183,21242,2025-12-21,2025-12-28,1055.60,104.72,113.10,1055.60,2025-12-26,Credit Card,Paid
1184,6890,2021-10-13,2021-10-20,2330.70,0.00,249.72,2330.70,2021-10-16,Corporate Account,Paid
1185,17289,2024-11-28,2024-12-05,4027.06,0.00,431.47,4027.06,2024-12-01,Credit Card,Paid
1186,24271,2025-08-23,2025-08-30,3118.81,0.00,334.16,0.00,,Credit Card,Pending
1187,14627,2022-11-06,2022-11-13,5797.77,0.00,621.19,5797.77,2022-11-07,Cash,Paid
1188,20216,2021-03-08,2021-03-15,886.24,0.00,94.95,886.24,2021-03-10,Cash,Paid
1189,20080,2025-08-09,2025-08-16,3871.90,0.00,414.85,3871.90,2025-08-10,Bank Transfer,Paid
1190,21172,2025-03-12,2025-03-19,768.10,0.00,82.30,768.10,2025-03-15,Credit Card,Paid
1191,16389,2022-07-23,2022-07-30,522.82,51.87,56.02,522.82,2022-07-28,Bank Transfer,Paid
1192,3275,2025-10-01,2025-10-08,1319.87,0.00,141.41,0.00,,Cash,Pending
1193,23135,2024-05-23,2024-05-30,3373.90,531.60,361.49,3373.90,2024-05-23,Corporate Account,Paid
1194,10517,2023-06-11,2023-06-18,2869.02,0.00,307.39,2869.02,2023-06-14,Cash,Paid
1195,14571,2020-06-12,2020-06-19,1815.60,85.32,194.53,1815.60,2020-06-12,Cash,Paid
1196,16540,2025-05-26,2025-06-02,6030.37,283.38,646.11,6030.37,2025-05-29,Corporate Account,Paid
1197,7063,2024-10-01,2024-10-08,3038.19,142.77,325.52,3038.19,2024-10-06,Corporate Account,Paid
1198,24282,2025-04-08,2025-04-15,1294.36,0.00,138.68,1294.36,2025-04-13,Corporate Account,Paid
1199,13470,2025-03-07,2025-03-14,147.20,0.00,15.77,147.20,2025-03-08,Cash,Paid
1200,13476,2022-12-15,2022-12-22,2866.01,0.00,307.07,2866.01,2022-12-15,Corporate Account,Paid
1201,21177,2020-04-21,2020-04-28,6208.77,0.00,665.23,6208.77,2020-04-21,Cash,Paid
1202,13185,2024-02-21,2024-02-28,2275.00,0.00,243.75,0.00,,Cash,Pending
1203,20616,2025-08-17,2025-08-24,4506.67,0.00,482.86,4506.67,2025-08-18,Bank Transfer,Paid
1204,9629,2025-10-21,2025-10-28,1879.48,88.32,201.37,1879.48,2025-10-24,Cash,Paid
1205,4354,2025-02-14,2025-02-21,5675.19,266.69,608.06,5675.19,2025-02-19,Credit Card,Paid
1206,20550,2023-06-03,2023-06-10,996.23,46.82,106.74,996.23,2023-06-06,Corporate Account,Paid
1207,1939,2021-11-06,2021-11-13,5470.97,257.09,586.17,5470.97,2021-11-11,Corporate Account,Paid
1208,18770,2021-06-25,2021-07-02,4793.21,0.00,513.56,4793.21,2021-06-26,Bank Transfer,Paid
1209,19369,2022-06-25,2022-07-02,921.93,0.00,98.78,921.93,2022-06-30,Bank Transfer,Paid
1210,18775,2021-10-20,2021-10-27,1184.18,186.58,126.88,1184.18,2021-10-22,Corporate Account,Paid
1211,18417,2020-08-12,2020-08-19,2092.72,207.61,224.22,2092.72,2020-08-17,Cash,Paid
1212,22878,2020-11-17,2020-11-24,3616.62,0.00,387.50,3616.62,2020-11-20,Corporate Account,Paid
1213,15379,2024-01-18,2024-01-25,2084.23,0.00,223.31,2084.23,2024-01-19,Bank Transfer,Paid
1214,5074,2024-08-20,2024-08-27,1218.83,192.04,130.59,1218.83,2024-08-23,Corporate Account,Paid
1215,18493,2020-04-11,2020-04-18,3139.65,0.00,336.39,3139.65,2020-04-13,Bank Transfer,Paid
1216,24261,2023-11-01,2023-11-08,580.26,0.00,62.17,580.26,2023-11-01,Cash,Paid
1217,2741,2021-02-17,2021-02-24,1821.88,287.06,195.20,1821.88,2021-02-17,Corporate Account,Paid
1218,13548,2025-06-14,2025-06-21,373.60,0.00,40.03,373.60,2025-06-18,Cash,Paid
1219,21187,2023-09-09,2023-09-16,4813.33,226.19,515.71,4813.33,2023-09-09,Cash,Paid
1220,3243,2020-05-08,2020-05-15,3003.35,0.00,321.79,3003.35,2020-05-08,Corporate Account,Paid
1221,18914,2023-09-23,2023-09-30,812.08,0.00,87.01,812.08,2023-09-23,Cash,Paid
1222,7766,2020-03-27,2020-04-03,2109.02,99.11,225.97,2109.02,2020-03-30,Cash,Paid
1223,10515,2022-07-28,2022-08-04,1605.77,0.00,172.05,1605.77,2022-07-28,Bank Transfer,Paid
1224,8782,2024-11-06,2024-11-13,821.26,81.47,87.99,821.26,2024-11-07,Credit Card,Paid
1225,4919,2023-11-24,2023-12-01,2352.89,0.00,252.10,2352.89,2023-11-28,Corporate Account,Paid
1226,292,2021-03-13,2021-03-20,2656.26,418.53,284.60,0.00,,Credit Card,Pending
1227,9209,2021-09-14,2021-09-21,768.28,0.00,82.32,768.28,2021-09-19,Cash,Paid
1228,21024,2024-01-24,2024-01-31,1461.33,0.00,156.57,1461.33,2024-01-25,Corporate Account,Paid
1229,266,2023-07-01,2023-07-08,3139.35,147.53,336.36,3139.35,2023-07-03,Cash,Paid
1230,9166,2023-10-12,2023-10-19,1492.50,0.00,159.91,1492.50,2023-10-15,Bank Transfer,Paid
1231,11041,2023-07-12,2023-07-19,3188.79,316.35,341.66,3188.79,2023-07-12,Corporate Account,Paid
1232,9060,2022-07-18,2022-07-25,3596.64,0.00,385.35,3596.64,2022-07-19,Cash,Paid
1233,18891,2024-02-09,2024-02-16,6295.76,0.00,674.55,6295.76,2024-02-14,Corporate Account,Paid
1234,9696,2024-05-19,2024-05-26,5373.62,252.52,575.75,5373.62,2024-05-23,Corporate Account,Paid
1235,8366,2025-10-01,2025-10-08,3029.32,0.00,324.57,3029.32,2025-10-02,Credit Card,Paid
1236,10261,2022-08-20,2022-08-27,705.42,0.00,75.58,0.00,,Cash,Pending
1237,21654,2020-06-10,2020-06-17,1056.81,0.00,113.23,1056.81,2020-06-15,Bank Transfer,Paid
1238,11395,2025-07-11,2025-07-18,929.70,0.00,99.61,929.70,2025-07-13,Corporate Account,Paid
1239,24833,2021-11-14,2021-11-21,2641.47,0.00,283.01,0.00,,Corporate Account,Pending
1240,17598,2024-12-04,2024-12-11,1557.52,0.00,166.88,1557.52,2024-12-05,Bank Transfer,Paid
1241,24649,2021-08-17,2021-08-24,3113.26,0.00,333.56,3113.26,2021-08-17,Corporate Account,Paid
1242,6163,2021-03-11,2021-03-18,3012.42,0.00,322.76,3012.42,2021-03-13,Credit Card,Paid
1243,682,2023-06-19,2023-06-26,4903.26,0.00,525.35,4903.26,2023-06-19,Corporate Account,Paid
1244,16160,2022-11-21,2022-11-28,2084.58,97.96,223.35,2084.58,2022-11-23,Bank Transfer,Paid
1245,8048,2021-01-13,2021-01-20,1050.86,104.25,112.59,1050.86,2021-01-15,Corporate Account,Paid
1246,23788,2022-04-21,2022-04-28,846.62,39.78,90.71,846.62,2022-04-23,Cash,Paid
1247,23661,2020-01-02,2020-01-09,1047.50,49.22,112.23,1047.50,2020-01-06,Cash,Paid
1248,24949,2024-11-07,2024-11-14,1053.69,0.00,112.90,1053.69,2024-11-09,Cash,Paid
1249,24724,2024-09-05,2024-09-12,3195.23,0.00,342.35,3195.23,2024-09-08,Credit Card,Paid
1250,7773,2021-12-09,2021-12-16,1406.95,0.00,150.74,1406.95,2021-12-09,Cash,Paid
1251,21092,2022-11-01,2022-11-08,1055.77,0.00,113.12,1055.77,2022-11-02,Bank Transfer,Paid
1252,82,2022-06-04,2022-06-11,2605.73,0.00,279.19,2605.73,2022-06-08,Credit Card,Paid
1253,6018,2021-09-04,2021-09-11,2871.63,0.00,307.67,2871.63,2021-09-04,Corporate Account,Paid
1254,23863,2023-08-08,2023-08-15,1974.18,92.77,211.52,1974.18,2023-08-08,Bank Transfer,Paid
1255,4286,2024-02-01,2024-02-08,2325.21,109.27,249.13,2325.21,2024-02-04,Cash,Paid
1256,9889,2023-05-05,2023-05-12,6415.79,0.00,687.41,6415.79,2023-05-06,Credit Card,Paid
1257,12162,2020-01-27,2020-02-03,4159.04,0.00,445.61,0.00,,Corporate Account,Pending
1258,15768,2025-05-23,2025-05-30,1801.30,0.00,193.00,1801.30,2025-05-25,Bank Transfer,Paid
1259,13836,2022-04-27,2022-05-04,2717.56,0.00,291.17,0.00,,Corporate Account,Overdue
1260,6896,2024-06-18,2024-06-25,3108.78,0.00,333.08,3108.78,2024-06-22,Bank Transfer,Paid
1261,19223,2023-03-12,2023-03-19,1558.86,0.00,167.02,1558.86,2023-03-13,Corporate Account,Paid
1262,16436,2022-04-17,2022-04-24,5834.85,274.19,625.16,5834.85,2022-04-21,Cash,Paid
1263,12889,2022-05-13,2022-05-20,6786.38,0.00,727.11,6786.38,2022-05-15,Corporate Account,Paid
1264,9755,2023-01-06,2023-01-13,1246.40,123.65,133.54,1246.40,2023-01-06,Credit Card,Paid
1265,15968,2022-05-11,2022-05-18,755.61,74.96,80.96,755.61,2022-05-11,Credit Card,Paid
1266,21717,2022-03-05,2022-03-12,709.70,0.00,76.04,709.70,2022-03-08,Credit Card,Paid
1267,24714,2024-07-16,2024-07-23,946.84,93.93,101.45,0.00,,Corporate Account,Overdue
1268,12839,2021-02-05,2021-02-12,1247.63,58.63,133.67,1247.63,2021-02-07,Bank Transfer,Paid
1269,2745,2025-12-27,2026-01-03,5146.39,0.00,551.40,5146.39,2025-12-31,Bank Transfer,Paid
1270,15523,2021-06-04,2021-06-11,1625.57,0.00,174.17,1625.57,2021-06-08,Corporate Account,Paid
1271,9589,2020-01-08,2020-01-15,4746.54,0.00,508.56,4746.54,2020-01-10,Corporate Account,Paid
1272,16707,2020-09-01,2020-09-08,1625.84,0.00,174.20,0.00,,Bank Transfer,Overdue
1273,16825,2020-04-28,2020-05-05,6670.58,0.00,714.71,6670.58,2020-05-01,Corporate Account,Paid
1274,19964,2020-01-24,2020-01-31,4321.56,428.73,463.02,4321.56,2020-01-29,Corporate Account,Paid
1275,18408,2021-03-12,2021-03-19,3769.77,0.00,403.90,3769.77,2021-03-15,Corporate Account,Paid
1276,4807,2022-07-18,2022-07-25,1179.76,0.00,126.40,1179.76,2022-07-18,Corporate Account,Paid
1277,20159,2024-04-13,2024-04-20,4398.88,0.00,471.31,4398.88,2024-04-18,Credit Card,Paid
1278,17412,2023-02-18,2023-02-25,2313.19,0.00,247.84,0.00,,Credit Card,Pending
1279,13355,2020-09-25,2020-10-02,5766.71,0.00,617.86,5766.71,2020-09-26,Cash,Paid
